index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
1380,0011458999,"TeleGuam Holdings, LLC",671-644-0158,"624 N Marine Corp Drive
Tamuning GU 96913","624 N Marine Corp Drive
Tamuning GU 96913",Complete STIR/SHAKEN Implementation
1381,0031080302,Norfolk Telecom,N/A,"9 New Cascade Road
  Norfolk Island, Norfolk Island","null
null",N/A
1382,0003750171,MTC COMMUNICATIONS INC,309-575-3211,"210 N COAL ST
PO Box 359
COLCHESTER IL 62326","210 N Coal St
Colchester IL 62326",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1383,0002817500,McDonough Telephone Cooperative,309-776-3211,"210 N Coal St
PO Box 359
Colchester IL 62326","210 N Coal St
Colchester IL 62326",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1384,0030999494,CLARITY NETWORKS PTY LTD,N/A,"Unit 2 , 9 Dudley Street, Highgate Hill
Queensland 4101 Brisbane, Australia","null
null",N/A
1385,0031067812,Beltelecom,'+375172171242,"Engels street, 6
  Minsk, Belarus","Engels street, 6
  Minsk, Belarus",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1386,0031081003,Telenor Global Services AS,'+4797759021,"Snaroyveien 30
  Fornebu, Norway","Snaroyveien 30
  Fornebu, Norway",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1387,0031047178,Elige Communications Limited,'+254728013163,"Four Greenway (2nd Floor), Westlands Road
Nairobi 00800 Nairobi, Kenya","Four Greenway (2nd Floor), Westlands Road
Nairobi 00800 Nairobi, Kenya",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1388,0031055064,A1 Telekom Austria AG,'+43-1-7994000,"Lassallestrasse 9
 1020 Vienna, Austria","Lassallestrasse 9
 1020 Vienna, Austria",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1389,0002899060,NineStar Connect,3173232004,"2243 E Main Street
Greenfield IN 46140","2331 E 600 N
Greenfield IN 46140",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1390,0015561350,"Central Indiana Communications, Inc.",3173232004,"2243 E. Main Street
Greenfield IN 46140","2331 E 600 N
Greenfield IN 46140",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1391,0018510859,"The Electric and Water Plant Board of the City of Frankfort, KY",5023524541,"151 Flynn Avenue
Frankfort
KY KY 40601","151 Flynn Avenue
KY KY 40601",Complete STIR/SHAKEN Implementation
1392,0019144047,"FULLNet Advanced Communications, Inc",8124823642,"335 Southgate Center
Jasper IN 47546","335 Southgate Center
Jasper IN 47546",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1393,0031067473,TELECOM ROUTES53 TR53 LLC,N/A,"1309 COFFEEN AVENUE STE 1200
SHERIDAN WY 82801","null
null",N/A
1394,0001569466,"The Summit Telephone and Telegraph Company of Alaska, Inc.",907-389-1012,"P.O. Box 10089
Fairbanks AK 99710","P.O. Box 10089
Fairbanks AK 99710",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1395,0003745908,LOCAL ACCESS NETWORK LLC dba Milaca Local Link,320-393-2115,"2220 125TH ST NW
RICE MN 56367","2220 125TH ST NW
RICE MN 56367",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1396,0002477693,"Northwest Communications Cooperative, Inc.",701-568-3331,"111 Railroad Avenue
Ray ND 58849","111 Railroad Avenue
Ray ND 58849",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1397,0003742475,Harmony Telephone Company,5078862525,"35 1st Ave NE
PO Box 308
Harmony MN 55939","35 1st Ave NE
Harmony MN 55939",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1398,0013800818,800 Response Information Services LLC,8028600378,"38 Eastwood Drive Suite 401
South Burlington VT 05403","38 Eastwood Drive
Suite 401
South Burlington VT 05403",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1399,0003745130,Spring Grove Cooperative Telephone Co,5074983456,"166 W Main St
PO Box 516
Spring Grove MN 55974","166 W Main St
Spring Grove MN 55974",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1400,0003741642,Cooperative Telephone Exchange,515-826-3206,"425 Parker Street
PO Box 95
Stanhope IA 50246","425 Parker Street
Stanhope IA 50246",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1401,0001616937,La Jicarita Rural Telephone Cooperative,575-387-2216,"455 State Highway 518
Mora NM 87732","455 State Highway 518
Mora NM 87732",Complete STIR/SHAKEN Implementation
1402,0004356952,"Franklin Telephone Co, Inc.",8022859911,"Main Street
PO Box 96
Franklin VT 05457","5217 Main Street
P O Box 96
Franklin VT 05457",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1403,0002595734,Hawkeye Telephone Company,563-539-2122,"115 West Main
PO Box 250
Hawkeye IA 52147","800 S. Main Street
Monona IA 52159",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1404,0024285652,Hawkeye Interconnect Company,563-539-2122,"115 West Main
Hawkeye IA 52147","800 S. Main Street
Monona IA 52159",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1405,0003731940,"Union Springs Telephone Company, Inc.",3347384400,"206 Hardaway Ave E
PO Box 272
Union Springs AL 36089","206 Hardaway Ave E
Union Springs AL 36089",Complete STIR/SHAKEN Implementation
1406,0004318929,"MH Telecom, LLC",6084375551,"200 E. Main Street
PO Box 65
Mount Horeb WI 53572","200 E. Main Street
Mount Horeb WI 53572",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1407,0029814894,"MarketSpark, Inc.",619-605-0049,"750 B St.
Suite 2750
San Diego CA 92101","750 B St.
San Diego CA 92101",Complete STIR/SHAKEN Implementation
1408,0003708203,Home Telephone Co.,618-644-2111,"501 North Douglas
PO Box 215
St. Jacob IL 62281","501 North Douglas
St. Jacob IL 62281",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1409,0001792563,Harlan Community Television Inc,6065732945,"124 S First St
PO Box 592
Harlan KY 40831","124 S First St
Harlan KY 40831",Complete STIR/SHAKEN Implementation
1410,0031073737,"Aculab, Inc.",'+1 781 352 3566,"20 Cabot Boulevard
Suite 300
Mansfield MA 02048","20 Cabot Boulevard
Suite 300
Mansfield MA 02048",Complete STIR/SHAKEN Implementation
1411,0028070290,Atheral LLC,7024702770,"1309 Coffeen Ave
Ste 5838
Sheridan WY 82801","1309 Coffeen Ave
Ste 5838
Sheridan WY 82801",Complete STIR/SHAKEN Implementation
1412,0021574736,"UniTel Voice, LLC",6307538718,"1280 Iroquois Ave
Suite 200
Naperville IL 60563","1280 Iroquois Ave
Suite 200
Naperville IL 60563",Complete STIR/SHAKEN Implementation
1413,0030995492,Level 7 Systems Ltd.,'+442036273550,"1st Floor, 2 Woodberry Grove
 N12 0DR London, United Kingdom","1st Floor, 2 Woodberry Grove
 N12 0DR London, United Kingdom",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1414,0003765880,"Telecom Management Group, Inc.",6305790058,"932 N Wright Street
Suite #104
Naperville IL 60563","PO Box 1000
Naperville IL 60566-1000",Complete STIR/SHAKEN Implementation
1415,0001773464,"Ben Lomand Rural Telephone Coop., Inc.",931-668-4131,"311 N. Chancery St.
PO Box 670
McMinnville TN 37111","311 N. Chancery St.
PO Box 670
McMinnville TN 37111",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1416,0003741535,Kasson & Mantorville Telephone Company,507-634-2538,"18 2nd Ave. NW
Kasson MN 55944","18 2nd Ave. NW
Kasson MN 55944",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1417,0024049215,"Surf Air Wireless, LLC",2193265252,"PO BOX 1401
La Porte IN 46352","228 Waterfall Drive
Elkhart IN 46516",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1418,0008295925,"Velocity Telephone, Inc.",7632221010,"656 Mendelssohn Ave S
Golden Valley MN 55427","656 Mendelssohn Ave S
Golden Valley MN 55427",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1419,0003794765,Harlan Municipal Utilities,712-755-5182,"2412 Southwest Ave
PO Box 71
Harlan IA 51537","2412 Southwest Ave
Harlan IA 51537",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1420,0003721495,McNabb Telephone Company,815-882-2201,"302 W Main Street
PO Box 158
McNabb IL 61335","308 W Main Street
McNabb IL 61335",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1421,0004333407,Brazoria Telephone Company,979-798-2121,"PO Box 2008
PO Box 2008
Brazoria TX 77422","PO Box 2008
Brazoria TX 77422",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1422,0004056248,Atkins Telephone Company,319-446-7331,"85 Main
PO Box 157
Atkins IA 52206","85 Main
Atkins IA 52206",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1423,0031081599,,N/A,"Res Santa Elena Pasaje 1 No 4A
La Libertad  Antiguo Cuscatlan, El Salvador","null
null",N/A
1424,0003717949,Stelle Telephone Company,815-256-2345,"127 Sun Street
Stelle IL 60919","127 Sun Street
Stelle IL 60919",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1425,0024510646,"Tello, LLC",678-306-1436,"4780 Ashford Dunwoody Rd
Ste A236
Atlanta GA 30338","47 Perimeter Center East, Suite 430
Atlanta GA 30346",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1426,0002592640,Van Buren Telephone Co Inc,319-293-3187,"617 FIRST ST
PO BOX 430
KEOSAUQUA IA 52565","617 FIRST ST
KEOSAUQUA IA 52565",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1427,0002577237,"CST Communications, Inc.",5632859611,"125 N.  2nd Street
Eldridge IA 52748","125 N.  2nd Street
Eldridge IA 52748",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1428,0002898724,Southeastern Indiana Rural Telephone Coop Inc,812-667-5100,"14005 US 50
PO Box 7
Dillsboro IN 47018","14005 US 50
Dillsboro IN 47018",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1429,0030358659,Autelecom LLC,3056767251,"11222 Richmond Ave
Suite # 205 A
Houston TX 77082","11222 Richmond Ave
Suite # 205 A
Houston TX 77082",Complete STIR/SHAKEN Implementation
1430,0004371795,SEI Data Inc.,812-667-5100,"14005 US 50
P.O. Box 7
Dillsboro IN 47018","14005 US 50
Dillsboro IN 47018",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1431,0031051543,SwissLink Carrier AG,'+41435770000,"Schochenmuehlestrasse 4
Zug 6340 Baar, Switzerland","Schochenmuehlestrasse 4
Zug 6340 Baar, Switzerland",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1432,0003722121,"Central Scott Telephone Company, Inc.",563-285-9611,"125 N. Second Street
PO Box 260
Eldridge IA 52748","125 N. Second Street
Eldridge IA 52748",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1433,0004310298,Griggs County Telephone Co,701-718-3333,"301 Dewey Street
PO Box 66
Enderlin ND 58027","301 Dewey Street
Enderlin ND 58027",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1434,0005099619,"CS Technologies, Inc.",563-285-9611,"125 N. Second Street
PO Box 260
Eldridge IA 52748","125 N. Second Street
Eldridge IA 52748",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1435,0031078942,Sistemas Satelitales de Colombia SA ESP,N/A,"Carrera 7 # 155 C 30
Bogota DC 110131 Bogota DC, Colombia","null
null",N/A
1436,0025493925,Dixon Acquisition LLC,563-285-9611,"125 N 2nd Street
PO Box 260
Eldridge IA 52748","125 N 2nd Street
Eldridge IA 52748",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1437,0009828450,"MLGC, L.L.C.",701-718-3333,"301 Dewey Street
PO Box 66
Enderlin ND 58027","301 Dewey Street
Enderlin ND 58027",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1438,0004380952,Cuba City Telephone Exchange Co,563-285-9611,"P O Box 762
Cuba City WI 53807","P O Box 762
Cuba City WI 53807",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1439,0004332128,GLASFORD TELEPHONE COMPANY,309-389-2111,"209 EAST MAIN STREET
PO Box 169
GLASFORD IL 61533","209 E. Main
Glasford IL 61533",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1440,0029626009,"Frontier Communications Parent, Inc.",5857770975,"11 S Madison Ave
Cookeville TN 38501","120 N Plymouth Ave
Rochester NY 14608",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1441,0002490472,Le-Ru Telephone Co.,4176285800,"555 Carter St.
PO Box 147
Stella MO 64867","555 Carter St
P.O. Box 147
Stella MO 64867",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1442,0005080122,"Mescalero Apache Telecom, Inc.",5754644039,"75 Carrizo Canyon Rd.
PO Box 229
Mescalero NM 88340","75 Carrizo Canyon Road
Mescalero NM 88340",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1443,0004380986,Belmont Telephone Company,563-285-9611,"P O Box 762
Cuba City WI 53807","P O Box 762
Cuba City WI 53807",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1444,0031081664,Telekom Deutschland GmbH,'+12028306898,"Landgrabenweg 151
 53227 Bonn, Germany","1800 K Street NW, Suite 1122
Washington DC DC 20006
DC",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1445,0018713800,iGo Technology Inc,2769358307,"1103C Plaza Drive
Grundy VA 24614","1103C Plaza Drive
Grundy VA 24614",Complete STIR/SHAKEN Implementation
1446,0004963419,"Bretton Woods Tel.Co., Inc.",603-278-9911,"171 Mt. Washington Hotel Rd.
Bretton Woods NH 03575","171 Mt. Washington Hotel Rd.
Bretton Woods NH 03575",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1447,0015282155,"nexVortex,Inc.",212-849-2202,"295 Madison Avenue
5th Floor
New York NY 10017","510 Spring Street
Herndon VA 20170",Complete STIR/SHAKEN Implementation
1448,0012926770,"World Surfer, Inc.",603-278-9911,"171 Mount Washington Hotel Rd.
Bretton Woods NH 03575","171 Mt. Washington Hotel Rd.
Bretton Woods NH 03575",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1449,0003719929,"Sierra Telephone Company, Inc.",5596421178,"49150 Road 426
PO Box 219
Oakhurst CA 93644","49150 Road 426
Oakhurst CA 93644
California",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1450,0030290464,Cloud4 Inc,407-454-7719,"1979 Marcus Avenue
suite 210
Lake Success NY 11042","1979 Marcus Avenue
Lake Success NY 11042",Complete STIR/SHAKEN Implementation
1451,0002549228,Mark Twain Rural Telephone Co,6604235211,"48054 State Highway 6
P.O. Box 68
Hurdland MO 63547","48054 State Highway 6
P.O. Box 68
Hurdland MO 63547",Complete STIR/SHAKEN Implementation
1452,0007651219,iLOKA Inc. dba NewCloud Networks,303-576-5627,"160 Inverness Drive West
Suite 100
Englewood CO 80112","160 Inverness Drive West
Englewood CO 80112",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1453,0031082332,IP3A SOLUTIONS S.A. DE C.V,N/A,"RIO SAN JUAN 103
NUEVO LEON  SAN PEDRO GARZA GARCIA, Mexico","null
null",N/A
1454,0002531879,Mark Twain Communications Company,6604236822,"48054 State Highway 6
PO Box 128
Hurdland MO 63547","48054 State Highway 6
PO Box 128
Hurdland MO 63547",Complete STIR/SHAKEN Implementation
1455,0002336105,Rural Telephone Service Co dba Nex-Tech,866-621-0662,"145 N. Main
P.O. Box 158
Lenora KS 67645","145 N. Main
P.O. Box 158
Lenora KS 67645",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1456,0005061189,Granby Telephone Co.,417-472-6211,"126 S Beaver Ave
PO Box 200
Granby MO 64844","126 S Beaver Ave
Granby MO 64844",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
1457,0003733813,U.S. TelePacific Corp. d/b/a TPx Communications,972-993-4417,"303 Colorado St.
Suite 2075
Austin TX 78701","303 Colorado St.
Suite 2075
Austin TX 78701",Complete STIR/SHAKEN Implementation
1458,0027729458,"VoIP International, LLC",3212504890,"449 W. Silver Star Road
#757
Ocoee FL 34761","449 W. Silver Star Road
#757
Ocoee FL 34761",Complete STIR/SHAKEN Implementation
1459,0003759040,Belhaven Cable TV,252-943-3736,"235 Pamlico St.
PO Box 8
Belhaven NC 27810","235 Pamlico St.
Belhaven NC 27810",Complete STIR/SHAKEN Implementation
1460,0023509540,Active Solutions Group,313-263-3663,"330 Town Center Dr.
Suite 330
Dearborn MI 48126","4 Parklane Blvd.
Dearborn MI 48126",Complete STIR/SHAKEN Implementation
1461,0009361080,"Aeneas Communications, LLC",7315549200,"300 N. CUMBERLAND ST
Jackson TN 38301","300 N. CUMBERLAND ST
Jackson TN 38301",Complete STIR/SHAKEN Implementation
1462,0022395388,"TheIPGuys.Net, LLC",952-960-1010,"7250 Metro Blvd
Suite 200
Edina MN 55439","7250 Metro Blvd, Suite 200
Edina MN 55439",Complete STIR/SHAKEN Implementation
1463,0001545474,"Athens Cellular, Inc.",8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1464,0001572387,Wasatch Utah RSA No. 2 Limited Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1465,0001572429,North Dakota RSA No. 3 Limited Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1466,0028784643,"Articul8, LLC",214-295-4788,"7651 Eldorado Parkway
Suite 100, Office T
McKinney TX 75070","7651 Eldorado Parkway
McKinney TX 75070",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
1467,0001572445,RSA 7 Limited Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1468,0001573039,Gadsden CellTelCo Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1469,0001573104,Tuscaloosa Cellular Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1470,0001573518,"GTE Mobilnet of Florence, Alabama Incorporated",8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1471,0001581305,Seattle SMSA Limited Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1472,0001606532,Bismarck MSA Limited Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
1473,0031081995,AZcom srl,N/A,"Corrientes 4416 9 C
Outside US C1195AAQ Buenos Aires, Argentina","null
null",N/A
1474,0001607183,Gila River Cellular General Partnership,8002297427,"5055 North Point Pkwy, NP2NE Network Eng
Alpharetta GA 30022","7000 Weston Pkwy
Cary NC 27513",Complete STIR/SHAKEN Implementation
